,title,location,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent,description_length,company_profile_length,requirements_length,benefits_length
4735,Big Data Technologies - Snr Dev,GB,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Information Technology,0,1094.0,437.0,804.0,436.0
4736,Assistant Centre Manager,GB,0,0,1,Part-time,Not Applicable,,Facilities Services,Administrative,0,1149.0,,167.0,74.0
4737,We need 25 Agents growing company-See below,US,0,0,0,,,,,,1,3015.0,,,
4738,Jobs in USA-American Board Certified Neurologist,US,0,1,0,,,,,,0,751.0,395.0,,
4739,Sales Representative,US,0,0,0,Full-time,Associate,Unspecified,Financial Services,Sales,0,2219.0,,586.0,501.0
4740,iOS developer job description,GR,0,1,1,Full-time,,,,,0,223.0,,546.0,
4741,Sr. Application Support Specialist,US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,,0,492.0,1592.0,1872.0,277.0
4742,Human Resources Manager,US,0,0,0,Full-time,,,Human Resources,,0,930.0,228.0,,
4743,Call Center Representative I,US,0,1,1,Full-time,Associate,High School or equivalent,Consumer Services,Customer Service,1,1692.0,791.0,234.0,255.0
4744,Inside Sales Account Manager ,US,0,1,1,Full-time,Associate,Bachelor's Degree,Telecommunications,Sales,0,1796.0,1152.0,811.0,543.0
4745,Front Desk,US,0,1,0,Full-time,,High School or equivalent,Hospital & Health Care,Customer Service,0,1133.0,968.0,110.0,
4746,Marketing Coordinator,US,0,0,1,,,,,,0,7805.0,,,
4747,Product Manager,LV,0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Product Management,0,780.0,362.0,927.0,395.0
4748,Software Engineer -  Client Applications                      ,US,0,1,0,,,,,,0,119.0,66.0,657.0,
4749,Call Center Representative I,US,0,1,1,Full-time,Associate,High School or equivalent,Consumer Services,Customer Service,1,942.0,791.0,88.0,19.0
4750,Wireless Sales Consultant,US,0,0,0,,,,,,0,2392.0,,,
4751,Staff Accountant and Administration Position,US,0,1,1,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Financial Analyst,0,3436.0,616.0,1324.0,
4752,Marketing Campaign Manager,NZ,0,1,1,Full-time,Associate,Bachelor's Degree,Online Media,Marketing,0,1642.0,874.0,1900.0,
4753,.NET/C# Developer,US,0,0,1,,,,,,0,383.0,,1440.0,
4754,"International Broadcaster, Swahili Language",US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Broadcast Media,,0,1691.0,1260.0,448.0,
4755,System Administrator,GB,0,1,0,Full-time,Associate,Unspecified,Information Technology and Services,Information Technology,0,410.0,297.0,1065.0,356.0
4756,Security Response Engineer,US,0,0,1,Contract,,,,Information Technology,0,682.0,,811.0,
4757,Executive Assistant - Purchasing Department,US,0,0,0,Full-time,Not Applicable,Unspecified,"Health, Wellness and Fitness",Purchasing,0,807.0,,168.0,
4758,English Teacher Abroad ,US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,383.0,53.0,131.0,19.0
4759,Hospitalist jobs in USA,US,0,1,0,Full-time,Associate,Bachelor's Degree,"Health, Wellness and Fitness",Health Care Provider,0,507.0,395.0,,2.0
4760,Marketing Executive Numeric Games,GR,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Gambling & Casinos,Marketing,0,1449.0,,755.0,135.0
4761,COMPANY REPRESENTATIVE NEEDED,US,0,0,1,Contract,Not Applicable,High School or equivalent,Civic & Social Organization,Finance,1,377.0,,27.0,63.0
4762,Community Management / User Support,GB,0,1,1,,,,,,0,364.0,672.0,,
4763,c# developer,GB,0,0,0,Full-time,Mid-Senior level,Unspecified,Information Technology and Services,Information Technology,0,1809.0,,1164.0,311.0
4764,Country Manager / Co-Founder / CEO @ Investly,GB,1,1,1,Full-time,Entry level,Bachelor's Degree,Financial Services,Business Development,0,1338.0,1944.0,1079.0,256.0
4765,Service Advisor,GB,0,1,1,,,,,,0,1963.0,1557.0,219.0,307.0
4766,Research Engineer - BigData / Cloud Computing,IN,0,1,1,,,,,,0,591.0,395.0,,
4767,Entry Level Sales,US,0,0,0,Full-time,Entry level,High School or equivalent,Financial Services,Sales,0,2512.0,,,113.0
4768,Pharmacist,US,0,1,0,,,,,,0,1035.0,893.0,318.0,
4769,Program Assistant - Sandy Hill Good Food Market,CA,0,1,1,Temporary,Entry level,,,,0,1361.0,2520.0,1246.0,1103.0
4770,Web Developer,US,0,1,1,Full-time,,,Computer Software,Information Technology,0,241.0,577.0,1810.0,
4771,"iOS apps (iPhone, iPod Touch, or iPad), iOS SDK - iOS Developer",,0,0,0,Contract,,,,Information Technology,0,517.0,,930.0,
4772,Urgently Required J2EE Developer for  Bahrain,BH,0,0,1,,,,,,1,1081.0,,1294.0,
4773,".Net, C#, Sitecore, CMS, JavaScript - .Net Sitecore Developer",US,0,0,0,Contract,,,,Information Technology,0,523.0,,689.0,
4774,Software Specialist - Level 3,CA,0,1,1,,,,,,0,1542.0,337.0,914.0,
4775, Senior IT Security Analyst - Threat Management,US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Electrical/Electronic Manufacturing,Information Technology,0,697.0,737.0,1038.0,55.0
4776,Polish operations reps,GR,0,1,1,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Customer Service,0,600.0,760.0,360.0,352.0
4777,Outside Sales representative,US,0,0,0,Full-time,Associate,Unspecified,Industrial Automation,Sales,0,1098.0,,246.0,552.0
4778,Drinking Water/Wastewater Operator,US,0,0,0,Part-time,Associate,,Oil & Energy,,0,15039.0,,,
4779,Car Sales Representative ,GB,0,1,1,Full-time,Associate,High School or equivalent,Automotive,Sales,0,222.0,1557.0,67.0,186.0
4780,Data Analyst,GR,0,0,1,,,,,,0,213.0,,2045.0,
4781,Business Intelligence Analyst,GB,0,0,1,Full-time,Associate,Bachelor's Degree,E-Learning,Data Analyst,0,3228.0,,880.0,54.0
4782,Accounts Payable Clerk ,US,0,0,0,,,,,,0,3427.0,,,
4783,Internship (Art/Graphic Design),GR,0,1,1,Full-time,Internship,Bachelor's Degree,Design,Design,0,551.0,585.0,94.0,205.0
4784,Front-End/Interaction Designer,GB,0,1,1,Full-time,Associate,Bachelor's Degree,Computer Software,Information Technology,0,738.0,726.0,295.0,898.0
4785,"International Broadcaster, Uzbek Language",US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Broadcast Media,,0,1691.0,1260.0,438.0,
4786,Sr .NET Developer,AR,0,1,0,,,,,,0,321.0,252.0,1452.0,
4787,Part-Time Bookkeeper,US,0,1,0,,,,,,0,338.0,885.0,558.0,352.0
4788,Affiliate Manager,US,0,1,1,Full-time,Mid-Senior level,,Marketing and Advertising,Sales,0,1938.0,1632.0,112.0,
4789,Sales Representative,US,0,0,0,Full-time,Associate,Unspecified,Financial Services,Sales,0,2571.0,,596.0,506.0
4790,Senior ASP.NET Web Developer,US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Online Media,Information Technology,0,394.0,737.0,1004.0,125.0
4791,Associate Product Manager,US,0,1,0,Full-time,Associate,Unspecified,Computer Software,Product Management,0,1377.0,541.0,807.0,18.0
4792,Key Account Manager,GR,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Business Development,0,1664.0,874.0,994.0,408.0
4793,NARRATIVE: Influencer Marketing Manager,US,0,1,0,,,,,,0,1378.0,627.0,2840.0,
4794,Internship (Information Technology) ,GR,0,1,1,Full-time,Internship,Bachelor's Degree,Information Technology and Services,Information Technology,0,551.0,585.0,96.0,207.0
4795,Executive Assistant Needed For Rapidly Growing Company,US,0,1,1,Temporary,Mid-Senior level,Unspecified,Financial Services,Administrative,0,3730.0,785.0,1639.0,
4796,Hathersage Administrator Apprenticeship 16-18 Year Olds Only,GB,0,1,1,Full-time,Not Applicable,Unspecified,Logistics and Supply Chain,Administrative,0,661.0,831.0,44.0,17.0
4797,Manager of Client Acquisition Marketing ,US,0,1,1,Full-time,Mid-Senior level,,Financial Services,Marketing,0,1241.0,481.0,367.0,89.0
4798,Web Developer,US,0,1,1,,,,,,0,1140.0,539.0,1611.0,278.0
4799,Web Developer,US,0,1,1,,,,,,0,3231.0,2435.0,900.0,343.0
4800,Specialists Required New Zealand.,NZ,0,1,0,Full-time,,,Hospital & Health Care,,0,132.0,2459.0,10921.0,24.0
4801,Branch Manager,US,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Management,0,3010.0,,717.0,482.0
4802,Temporary Phone Sales Representative,US,0,1,0,Temporary,Entry level,High School or equivalent,Consumer Goods,Sales,0,783.0,2313.0,1221.0,
4803,Solar Sales & Design Engineer,AE,0,1,1,,,,,,0,1469.0,1515.0,462.0,23.0
4804,Administration,GB,0,0,1,Full-time,Not Applicable,Unspecified,Construction,,1,468.0,,9.0,
4805,"Full-Time Weekend Caregiver for a Gentle, Kind Woman",US,0,1,1,Full-time,Entry level,High School or equivalent,,Health Care Provider,0,1871.0,748.0,560.0,287.0
4806,Network Security Engineer,GR,0,1,0,Full-time,,Bachelor's Degree,Computer & Network Security,,0,674.0,678.0,492.0,130.0
4807,Administrative Assistant,US,0,0,0,Full-time,Entry level,Unspecified,Human Resources,Human Resources,1,1491.0,,15.0,184.0
4808,Quality & Support Manager,FR,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Quality Assurance,0,1016.0,737.0,792.0,137.0
4809,MySQL Database Expert - Netlog,,0,1,1,,,,,,0,605.0,438.0,,
4810,International Graduate,RO,0,1,1,,,,,,0,738.0,641.0,597.0,
4811,Sir Awesome,EE,0,0,1,Part-time,Mid-Senior level,Master's Degree,Broadcast Media,Education,1,846.0,,846.0,846.0
4812,Clinical Nurse Manager,US,0,1,1,Full-time,,Bachelor's Degree,Hospital & Health Care,,0,1609.0,539.0,734.0,
4813,Sr. Business Analyst,US,0,1,1,Contract,Mid-Senior level,Bachelor's Degree,Management Consulting,Business Analyst,0,791.0,722.0,699.0,
4814,Self-Employed Field Sales Agent,GB,1,1,1,Contract,Not Applicable,Unspecified,,Sales,0,971.0,600.0,,915.0
4815,Blip Builder / Mobile Augmented Reality Developer,IN,0,1,0,,,,,,0,1179.0,1272.0,939.0,2161.0
4816,"Clinic Assistant, Eye Clinic, Sudbury Primary Care Centre",GB,0,1,1,Full-time,Entry level,High School or equivalent,Hospital & Health Care,Customer Service,0,1620.0,361.0,323.0,
4817,Sales Representative,US,0,1,1,Full-time,Associate,Unspecified,Computer Software,Sales,0,1266.0,849.0,504.0,
4818,Nuclear Sales Manager,GB,0,0,1,,,,,,0,2262.0,,349.0,95.0
4819,Female HAAD passer Nurse,AE,0,0,0,Full-time,Entry level,Bachelor's Degree,Hospital & Health Care,Health Care Provider,0,509.0,,507.0,59.0
4820, Senior IT Security Lead (SIEM / IDS),US,0,1,0,Full-time,Mid-Senior level,Associate Degree,Electrical/Electronic Manufacturing,Information Technology,0,269.0,737.0,1085.0,55.0
4821,Buyers Admin Assistant,GB,0,1,0,Full-time,Entry level,Bachelor's Degree,Retail,Administrative,0,1412.0,448.0,473.0,
4822,Project Coordinator,PH,0,0,0,,,,,,0,494.0,,494.0,87.0
4823,Spanish operations rep (x2),GR,0,1,1,Full-time,Associate,Associate Degree,Information Technology and Services,Customer Service,0,611.0,760.0,361.0,352.0
4824,Asistente Administrativo,PA,0,1,0,Temporary,Entry level,High School or equivalent,Chemicals,Administrative,0,76.0,238.0,194.0,
4825,Used Car Sales Representative,GB,0,1,1,,,,,,0,320.0,1557.0,294.0,625.0
4826,English Teacher Abroad ,US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,383.0,53.0,131.0,19.0
4827,Web Developer - ECommerce,US,0,1,0,Full-time,Associate,,Information Technology and Services,Information Technology,0,2146.0,1632.0,,16.0
4828,Business Analyst,US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,2289.0,618.0,1301.0,919.0
4829,"Java/Scala Architect, Technical Project Manager International Systems",US,0,1,0,Full-time,Director,Bachelor's Degree,Consumer Goods,Information Technology,0,2205.0,1445.0,987.0,40.0
4830,Customer Service Associate-Receptionist ,US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Administrative,0,1444.0,684.0,689.0,
4831,Senior Software Engineer,GR,0,1,1,Full-time,Mid-Senior level,,Computer Software,Information Technology,0,2082.0,609.0,449.0,
4832,Senior Engineering Product Manager,TW,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Telecommunications,Engineering,1,50.0,1114.0,,1234.0
4833,French speaking data analyst,GB,0,1,1,Full-time,,,,Data Analyst,0,466.0,618.0,695.0,
4834,Client Operations Support Manager,US,0,1,1,Full-time,Associate,Bachelor's Degree,Computer Software,Customer Service,0,1711.0,577.0,877.0,
4835,"TV Video Editor I, Cantonese Service",US,0,1,0,,,,,,0,620.0,1260.0,440.0,
4836,Intern: Dev,US,0,1,1,,,,,,0,1327.0,745.0,450.0,452.0
4837,Senior Web Developer,DE,0,1,1,,,,,,0,455.0,134.0,823.0,698.0
4838,Customer Service Associate ,US,0,1,0,Full-time,Entry level,High School or equivalent,Environmental Services,Administrative,0,912.0,684.0,663.0,
4839,Technical Product Manager,DE,0,1,1,Full-time,Mid-Senior level,,Information Technology and Services,Product Management,0,1849.0,,782.0,800.0
4840,Senior Algorithms Developer,GB,0,1,1,Full-time,Mid-Senior level,Master's Degree,Computer Software,Engineering,0,810.0,342.0,499.0,180.0
4841,Project Coordinator for Operations,AE,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,,Project Management,0,643.0,,310.0,30.0
4842,Quantitative Data Analyst,US,0,1,1,,,,,,0,923.0,283.0,620.0,818.0
4843,Back-end Developer Python/Django,FI,0,1,1,Full-time,Associate,,Computer Software,,0,933.0,1400.0,410.0,327.0
4844,Health Safety Environmental Manager,US,0,0,0,Full-time,,,Environmental Services,,0,949.0,228.0,,
4845,Licensed Optician,CA,0,0,1,,,,,,0,277.0,,335.0,346.0
4846,English Teacher Abroad ,US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,383.0,53.0,131.0,19.0
4847,AML Officer,GR,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Finance,0,1281.0,488.0,661.0,489.0
4848,Sales\Tradeshow associate for wholesale store ,,0,0,0,Full-time,Associate,High School or equivalent,Wholesale,Sales,0,1262.0,,,
4849,Data Engineer,GR,0,1,0,Full-time,Mid-Senior level,Unspecified,Telecommunications,Engineering,0,849.0,2678.0,1689.0,265.0
4850,Account Specialist ,US,0,1,1,,,,,Business Development,0,1510.0,1114.0,1020.0,838.0
4851,"Director of Finance - CFO, DOF (Director of Finance)",US,0,0,1,Full-time,Executive,Master's Degree,Hospital & Health Care,Health Care Provider,0,124.0,938.0,877.0,56.0
4852,Data Analyst,GR,0,1,1,Full-time,Associate,,Telecommunications,Data Analyst,0,1625.0,619.0,998.0,371.0
4853,Content & Social Media Executive,GB,0,1,1,Full-time,Entry level,Bachelor's Degree,"Leisure, Travel & Tourism",Marketing,0,1719.0,697.0,915.0,209.0
4854,Marketing Content Specialist,US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Law Enforcement,Marketing,0,461.0,1197.0,292.0,787.0
4855,senior node.js developer for a scalable platform,US,1,0,1,Contract,Mid-Senior level,Unspecified,Information Technology and Services,Information Technology,0,1370.0,,1598.0,2312.0
4856,Business Analyst,US,0,1,0,,,,,,0,170.0,561.0,175.0,48.0
4857,Business Manager,GB,0,0,0,,,,,,0,3261.0,,170.0,18.0
4858,PR8 Apprentice Administrator Under NAS 16-18 Year Olds Only,GB,0,1,1,Full-time,Not Applicable,High School or equivalent,,Administrative,0,631.0,831.0,70.0,17.0
4859,Account Executive,US,0,0,1,Full-time,Director,Unspecified,Computer Software,Sales,0,1192.0,,419.0,598.0
4860,Front-end Developer,PL,1,1,1,,,,,,0,174.0,,455.0,175.0
4861,Sales Agents $400/wk Plus Commission,US,0,1,1,Full-time,Entry level,High School or equivalent,Marketing and Advertising,Sales,0,1336.0,204.0,124.0,164.0
4862,Sr. Security Developer,US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,,0,1023.0,705.0,745.0,726.0
4863,Systems Administrator,US,0,1,1,Full-time,Associate,Bachelor's Degree,Computer Software,Information Technology,0,1594.0,302.0,734.0,97.0
4864,Internship (Human Resources),GR,0,1,1,Full-time,Internship,Bachelor's Degree,Human Resources,Human Resources,0,551.0,585.0,96.0,205.0
4865,Business Development Executive ,US,1,1,1,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Sales,0,644.0,1051.0,899.0,229.0
4866,Front End Web Developer,GR,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Engineering,0,2825.0,2392.0,1195.0,1862.0
4867,"Junior Account Executive - Minneapolis, MN",US,0,1,0,Full-time,Entry level,Bachelor's Degree,Computer Software,Sales,0,2149.0,618.0,1405.0,906.0
4868,Lead Mobile Producer,AU,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Project Management,0,1423.0,601.0,563.0,690.0
4869,Customer Support (Evening Shift),US,0,1,1,Full-time,Entry level,,Information Technology and Services,Customer Service,0,1220.0,588.0,1069.0,707.0
4870,Financial Advisor,US,0,0,0,,,,,,0,251.0,,37.0,24.0
4871,Digital Campaign Manager,US,0,1,0,Full-time,,,Marketing and Advertising,Strategy/Planning,0,1152.0,1019.0,2008.0,
4872,Web Developer,GR,0,1,1,,,,,,0,504.0,353.0,218.0,
4873,Customer Service Associate - Part Time ,US,0,1,0,Part-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,965.0,684.0,756.0,
4874,Copywriter -- Storyteller,GB,0,1,1,Full-time,Associate,Bachelor's Degree,Marketing and Advertising,Marketing,0,1355.0,731.0,522.0,1308.0
4875,Software Engineer,US,1,0,0,Full-time,Entry level,Bachelor's Degree,Internet,Engineering,0,92.0,,33.0,25.0
4876,Contract Web & Interactive Designer,US,1,1,1,Contract,Mid-Senior level,Vocational,Information Technology and Services,Design,0,992.0,353.0,445.0,34.0
4877,Assistant Manager,US,0,0,0,Full-time,Mid-Senior level,Unspecified,Financial Services,Management,0,2806.0,,717.0,482.0
4878,Ilkey Optician's Business Admin Apprentice Government Funding for 16-18 Year Olds Only,,0,1,1,Full-time,Entry level,High School or equivalent,,Administrative,0,567.0,831.0,70.0,17.0
4879,Frontend web developer,GR,0,1,1,,,,,,0,527.0,874.0,176.0,246.0
4880,Customer Service Associate ,US,0,1,0,Full-time,Entry level,High School or equivalent,Insurance,Customer Service,0,1220.0,684.0,716.0,
4881,Looking for a wedding videographer,GB,0,0,0,,,,,,0,368.0,,55.0,
4882,Marketing and communications adviser (Fixed term),GB,0,0,1,Temporary,Mid-Senior level,Associate Degree,Nonprofit Organization Management,Marketing,0,2178.0,256.0,938.0,
4883,Customer Support Specialist ,US,0,1,1,Full-time,Entry level,Associate Degree,Telecommunications,Customer Service,0,1616.0,1152.0,818.0,240.0
4884,Head of Payment,DE,0,1,1,Full-time,Mid-Senior level,,E-Learning,Engineering,0,1046.0,651.0,389.0,432.0
4885,Senior account manager/director,GB,0,0,1,Full-time,Director,Unspecified,Staffing and Recruiting,Management,0,3447.0,,,
4886,IT Test Manager,GB,0,1,0,Contract,Mid-Senior level,,Banking,Information Technology,0,414.0,1548.0,265.0,
4887,English Teacher Abroad,US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,383.0,53.0,131.0,19.0
4888,Search Consultant ,GB,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,1494.0,449.0,383.0,
4889,Health Teacher,US,0,1,1,Full-time,,Master's Degree,,Education,0,3585.0,1022.0,335.0,
4890,Channel Manager,US,0,1,0,,,,,,0,1812.0,242.0,293.0,
4891,Android Application Developer,US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,935.0,1048.0,942.0,152.0
4892,Minnesota Spanish Bilingual Communication Assistant,US,0,1,1,,Entry level,High School or equivalent,Telecommunications,Customer Service,0,1211.0,719.0,287.0,469.0
4893,Communications & PR Trainee,GR,0,1,1,Full-time,Entry level,Bachelor's Degree,Internet,Public Relations,0,1522.0,874.0,286.0,584.0
4894,Head of Product Marketing,US,0,1,1,,,,,,0,3377.0,1211.0,177.0,
